fproceso,subdepto,qfabrica,pares,vcestil,requiere,meta,ndepto
29/04/2017,"FAMILIA",1,207,"11123",T,365,"FAMILIA1"
29/04/2017,"FAMILIA",1,162,"95042",T,365,"FAMILIA1"
02/05/2017,"FAMILIA",1,200,"10300",T,790,"FAMILIA1"
02/05/2017,"FAMILIA",1,46,"10554",T,790,"FAMILIA1"
02/05/2017,"FAMILIA",1,150,"11131",T,790,"FAMILIA1"
02/05/2017,"FAMILIA",1,168,"13584",T,790,"FAMILIA1"
02/05/2017,"FAMILIA",1,383,"18320",T,790,"FAMILIA1"
02/05/2017,"FAMILIA",1,332,"50013",T,790,"FAMILIA1"
02/05/2017,"FAMILIA",1,150,"783",T,790,"FAMILIA1"
02/05/2017,"FAMILIA",1,79,"95042",T,790,"FAMILIA1"
03/05/2017,"FAMILIA",1,124,"10554",T,887,"FAMILIA1"
03/05/2017,"FAMILIA",1,559,"10673",T,887,"FAMILIA1"
03/05/2017,"FAMILIA",1,94,"11131",T,887,"FAMILIA1"
03/05/2017,"FAMILIA",1,27,"11571",T,887,"FAMILIA1"
03/05/2017,"FAMILIA",1,36,"12647",T,887,"FAMILIA1"
03/05/2017,"FAMILIA",1,29,"60251",T,887,"FAMILIA1"
03/05/2017,"FAMILIA",1,19,"75015",T,887,"FAMILIA1"
06/04/2017,"FAMILIA",2,52,"12647",T,523,"FAMILIA2"
06/04/2017,"FAMILIA",2,17,"554",T,523,"FAMILIA2"
06/04/2017,"FAMILIA",2,661,"60254",T,523,"FAMILIA2"
06/04/2017,"FAMILIA",2,261,"75015",T,523,"FAMILIA2"
06/04/2017,"FAMILIA",2,36,"95081",T,523,"FAMILIA2"
07/04/2017,"FAMILIA",2,10,"10302",T,523,"FAMILIA2"
07/04/2017,"FAMILIA",2,16,"12647",T,523,"FAMILIA2"
07/04/2017,"FAMILIA",2,458,"18311",T,523,"FAMILIA2"
07/04/2017,"FAMILIA",2,20,"75015",T,523,"FAMILIA2"
07/04/2017,"FAMILIA",2,8,"95081",T,523,"FAMILIA2"
07/04/2017,"FAMILIA",2,22,"95082",T,523,"FAMILIA2"
08/04/2017,"FAMILIA",2,200,"14076",T,308,"FAMILIA2"
08/04/2017,"FAMILIA",2,13,"18311",T,308,"FAMILIA2"
08/04/2017,"FAMILIA",2,120,"30022",T,308,"FAMILIA2"
17/04/2017,"FAMILIA",2,37,"12647",T,675,"FAMILIA2"
17/04/2017,"FAMILIA",2,29,"18311",T,675,"FAMILIA2"
17/04/2017,"FAMILIA",2,33,"30022",T,675,"FAMILIA2"
17/04/2017,"FAMILIA",2,228,"554",T,675,"FAMILIA2"
17/04/2017,"FAMILIA",2,35,"60253",T,675,"FAMILIA2"
17/04/2017,"FAMILIA",2,59,"75015",T,675,"FAMILIA2"
18/04/2017,"FAMILIA",2,331,"10673",T,760,"FAMILIA2"
18/04/2017,"FAMILIA",2,47,"12647",T,760,"FAMILIA2"
18/04/2017,"FAMILIA",2,10,"30022",T,760,"FAMILIA2"
18/04/2017,"FAMILIA",2,22,"554",T,760,"FAMILIA2"
18/04/2017,"FAMILIA",2,115,"60253",T,760,"FAMILIA2"
18/04/2017,"FAMILIA",2,54,"75015",T,760,"FAMILIA2"
18/04/2017,"FAMILIA",2,166,"95082",T,760,"FAMILIA2"
19/04/2017,"FAMILIA",2,445,"10673",T,694,"FAMILIA2"
19/04/2017,"FAMILIA",2,226,"30022",T,694,"FAMILIA2"
19/04/2017,"FAMILIA",2,32,"95082",T,694,"FAMILIA2"
20/04/2017,"FAMILIA",2,795,"10673",T,851,"FAMILIA2"
20/04/2017,"FAMILIA",2,67,"30022",T,851,"FAMILIA2"
21/04/2017,"FAMILIA",2,267,"10673",T,726,"FAMILIA2"
21/04/2017,"FAMILIA",2,56,"12647",T,726,"FAMILIA2"
21/04/2017,"FAMILIA",2,196,"14076",T,726,"FAMILIA2"
21/04/2017,"FAMILIA",2,40,"18314",T,726,"FAMILIA2"
21/04/2017,"FAMILIA",2,38,"75015",T,726,"FAMILIA2"
21/04/2017,"FAMILIA",2,18,"95081",T,726,"FAMILIA2"
22/04/2017,"FAMILIA",2,96,"10693",T,342,"FAMILIA2"
22/04/2017,"FAMILIA",2,24,"11933",T,342,"FAMILIA2"
22/04/2017,"FAMILIA",2,55,"12161",T,342,"FAMILIA2"
22/04/2017,"FAMILIA",2,153,"75015",T,342,"FAMILIA2"
22/04/2017,"FAMILIA",2,24,"95081",T,342,"FAMILIA2"
24/04/2017,"FAMILIA",2,10,"10673",T,850,"FAMILIA2"
24/04/2017,"FAMILIA",2,12,"11933",T,850,"FAMILIA2"
24/04/2017,"FAMILIA",2,17,"12161",T,850,"FAMILIA2"
24/04/2017,"FAMILIA",2,31,"30022",T,850,"FAMILIA2"
24/04/2017,"FAMILIA",2,784,"75015",T,850,"FAMILIA2"
25/04/2017,"FAMILIA",2,357,"10693",T,824,"FAMILIA2"
25/04/2017,"FAMILIA",2,158,"14076",T,824,"FAMILIA2"
25/04/2017,"FAMILIA",2,83,"30022",T,824,"FAMILIA2"
26/04/2017,"FAMILIA",2,326,"10554",T,893,"FAMILIA2"
26/04/2017,"FAMILIA",2,20,"14076",T,893,"FAMILIA2"
26/04/2017,"FAMILIA",2,44,"554",T,893,"FAMILIA2"
26/04/2017,"FAMILIA",2,524,"75015",T,893,"FAMILIA2"
27/04/2017,"FAMILIA",2,423,"10554",T,790,"FAMILIA2"
27/04/2017,"FAMILIA",2,240,"18314",T,790,"FAMILIA2"
27/04/2017,"FAMILIA",2,6,"75015",T,790,"FAMILIA2"
28/04/2017,"FAMILIA",2,436,"10554",T,763,"FAMILIA2"
28/04/2017,"FAMILIA",2,333,"10673",T,763,"FAMILIA2"
29/04/2017,"FAMILIA",2,434,"10673",T,430,"FAMILIA2"
02/05/2017,"FAMILIA",2,63,"10673",T,818,"FAMILIA2"
02/05/2017,"FAMILIA",2,168,"14076",T,818,"FAMILIA2"
02/05/2017,"FAMILIA",2,334,"18314",T,818,"FAMILIA2"
02/05/2017,"FAMILIA",2,474,"30022",T,818,"FAMILIA2"
02/05/2017,"FAMILIA",2,100,"554",T,818,"FAMILIA2"
02/05/2017,"FAMILIA",2,181,"95081",T,818,"FAMILIA2"
03/05/2017,"FAMILIA",2,750,"10673",T,950,"FAMILIA2"
03/05/2017,"FAMILIA",2,108,"12647",T,950,"FAMILIA2"
03/05/2017,"FAMILIA",2,20,"14076",T,950,"FAMILIA2"
03/05/2017,"FAMILIA",2,66,"18314",T,950,"FAMILIA2"
03/05/2017,"FAMILIA",2,8,"95081",T,950,"FAMILIA2"
06/04/2017,"FAMILIA",4,45,"11077",T,573,"FAMILIA4"
06/04/2017,"FAMILIA",4,104,"11974",T,573,"FAMILIA4"
06/04/2017,"FAMILIA",4,29,"13906",T,573,"FAMILIA4"
06/04/2017,"FAMILIA",4,180,"1645",T,573,"FAMILIA4"
06/04/2017,"FAMILIA",4,71,"18300",T,573,"FAMILIA4"
06/04/2017,"FAMILIA",4,144,"60254",T,573,"FAMILIA4"
07/04/2017,"FAMILIA",4,190,"10302",T,543,"FAMILIA4"
07/04/2017,"FAMILIA",4,93,"11932",T,543,"FAMILIA4"
07/04/2017,"FAMILIA",4,170,"13906",T,543,"FAMILIA4"
07/04/2017,"FAMILIA",4,68,"60254",T,543,"FAMILIA4"
17/04/2017,"FAMILIA",4,36,"10699",T,463,"FAMILIA4"
17/04/2017,"FAMILIA",4,80,"40074",T,463,"FAMILIA4"
17/04/2017,"FAMILIA",4,36,"90078",T,463,"FAMILIA4"
17/04/2017,"FAMILIA",4,55,"90084",T,463,"FAMILIA4"
18/04/2017,"FAMILIA",4,12,"10699",T,466,"FAMILIA4"
18/04/2017,"FAMILIA",4,246,"1525",T,466,"FAMILIA4"
18/04/2017,"FAMILIA",4,17,"90084",T,466,"FAMILIA4"
19/04/2017,"FAMILIA",4,43,"11932",T,423,"FAMILIA4"
19/04/2017,"FAMILIA",4,203,"1525",T,423,"FAMILIA4"
19/04/2017,"FAMILIA",4,179,"18303",T,423,"FAMILIA4"
20/04/2017,"FAMILIA",4,21,"10302",T,525,"FAMILIA4"
20/04/2017,"FAMILIA",4,10,"18303",T,525,"FAMILIA4"
20/04/2017,"FAMILIA",4,495,"18311",T,525,"FAMILIA4"
21/04/2017,"FAMILIA",4,179,"10302",T,561,"FAMILIA4"
21/04/2017,"FAMILIA",4,314,"10556",T,561,"FAMILIA4"
21/04/2017,"FAMILIA",4,13,"1525",T,561,"FAMILIA4"
22/04/2017,"FAMILIA",4,279,"10556",T,315,"FAMILIA4"
24/04/2017,"FAMILIA",4,631,"10556",T,627,"FAMILIA4"
25/04/2017,"FAMILIA",4,133,"10556",T,583,"FAMILIA4"
25/04/2017,"FAMILIA",4,129,"1645",T,583,"FAMILIA4"
25/04/2017,"FAMILIA",4,242,"18311",T,583,"FAMILIA4"
25/04/2017,"FAMILIA",4,30,"6686",T,583,"FAMILIA4"
26/04/2017,"FAMILIA",4,116,"10302",T,623,"FAMILIA4"
26/04/2017,"FAMILIA",4,346,"10556",T,623,"FAMILIA4"
26/04/2017,"FAMILIA",4,56,"1645",T,623,"FAMILIA4"
26/04/2017,"FAMILIA",4,28,"6686",T,623,"FAMILIA4"
27/04/2017,"FAMILIA",4,184,"10302",T,596,"FAMILIA4"
27/04/2017,"FAMILIA",4,112,"10699",T,596,"FAMILIA4"
27/04/2017,"FAMILIA",4,224,"11932",T,596,"FAMILIA4"
28/04/2017,"FAMILIA",4,30,"10699",T,608,"FAMILIA4"
28/04/2017,"FAMILIA",4,491,"11077",T,608,"FAMILIA4"
28/04/2017,"FAMILIA",4,22,"11932",T,608,"FAMILIA4"
28/04/2017,"FAMILIA",4,24,"11974",T,608,"FAMILIA4"
29/04/2017,"FAMILIA",4,276,"11077",T,335,"FAMILIA4"
29/04/2017,"FAMILIA",4,62,"11932",T,335,"FAMILIA4"
02/05/2017,"FAMILIA",4,300,"10302",T,560,"FAMILIA4"
02/05/2017,"FAMILIA",4,14,"10699",T,560,"FAMILIA4"
02/05/2017,"FAMILIA",4,53,"11077",T,560,"FAMILIA4"
02/05/2017,"FAMILIA",4,14,"11932",T,560,"FAMILIA4"
02/05/2017,"FAMILIA",4,258,"11974",T,560,"FAMILIA4"
02/05/2017,"FAMILIA",4,160,"12984",T,560,"FAMILIA4"
02/05/2017,"FAMILIA",4,35,"1645",T,560,"FAMILIA4"
02/05/2017,"FAMILIA",4,78,"18303",T,560,"FAMILIA4"
03/05/2017,"FAMILIA",4,440,"10556",T,603,"FAMILIA4"
03/05/2017,"FAMILIA",4,10,"12984",T,603,"FAMILIA4"
03/05/2017,"FAMILIA",4,164,"1645",T,603,"FAMILIA4"
06/04/2017,"FAMILIA",5,60,"18298",T,499,"FAMILIA5"
06/04/2017,"FAMILIA",5,252,"35311",T,499,"FAMILIA5"
06/04/2017,"FAMILIA",5,6,"50011",T,499,"FAMILIA5"
06/04/2017,"FAMILIA",5,26,"550",T,499,"FAMILIA5"
06/04/2017,"FAMILIA",5,102,"8043",T,499,"FAMILIA5"
06/04/2017,"FAMILIA",5,12,"9169",T,499,"FAMILIA5"
07/04/2017,"FAMILIA",5,226,"18298",T,470,"FAMILIA5"
07/04/2017,"FAMILIA",5,47,"30093",T,470,"FAMILIA5"
07/04/2017,"FAMILIA",5,200,"8060",T,470,"FAMILIA5"
08/04/2017,"FAMILIA",5,25,"30093",T,231,"FAMILIA5"
08/04/2017,"FAMILIA",5,91,"30245",T,231,"FAMILIA5"
08/04/2017,"FAMILIA",5,399,"40074",T,231,"FAMILIA5"
08/04/2017,"FAMILIA",5,43,"60254",T,231,"FAMILIA5"
17/04/2017,"FAMILIA",5,36,"10552",T,288,"FAMILIA5"
17/04/2017,"FAMILIA",5,67,"13904",T,288,"FAMILIA5"
17/04/2017,"FAMILIA",5,13,"30245",T,288,"FAMILIA5"
17/04/2017,"FAMILIA",5,60,"40803",T,288,"FAMILIA5"
17/04/2017,"FAMILIA",5,120,"9167",T,288,"FAMILIA5"
18/04/2017,"FAMILIA",5,60,"11977",T,284,"FAMILIA5"
18/04/2017,"FAMILIA",5,120,"9167",T,284,"FAMILIA5"
18/04/2017,"FAMILIA",5,120,"9169",T,284,"FAMILIA5"
19/04/2017,"FAMILIA",5,160,"550",T,238,"FAMILIA5"
19/04/2017,"FAMILIA",5,120,"9169",T,238,"FAMILIA5"
20/04/2017,"FAMILIA",5,36,"13904",T,325,"FAMILIA5"
20/04/2017,"FAMILIA",5,40,"2052",T,325,"FAMILIA5"
20/04/2017,"FAMILIA",5,78,"30093",T,325,"FAMILIA5"
20/04/2017,"FAMILIA",5,74,"40071",T,325,"FAMILIA5"
20/04/2017,"FAMILIA",5,92,"40074",T,325,"FAMILIA5"
20/04/2017,"FAMILIA",5,80,"550",T,325,"FAMILIA5"
21/04/2017,"FAMILIA",5,49,"10552",T,493,"FAMILIA5"
21/04/2017,"FAMILIA",5,52,"10700",T,493,"FAMILIA5"
21/04/2017,"FAMILIA",5,36,"10708",T,493,"FAMILIA5"
21/04/2017,"FAMILIA",5,34,"18298",T,493,"FAMILIA5"
21/04/2017,"FAMILIA",5,48,"30021",T,493,"FAMILIA5"
21/04/2017,"FAMILIA",5,36,"40802",T,493,"FAMILIA5"
21/04/2017,"FAMILIA",5,23,"50011",T,493,"FAMILIA5"
21/04/2017,"FAMILIA",5,56,"90083",T,493,"FAMILIA5"
22/04/2017,"FAMILIA",5,66,"18298",T,216,"FAMILIA5"
22/04/2017,"FAMILIA",5,191,"8043",T,216,"FAMILIA5"
24/04/2017,"FAMILIA",5,257,"40074",T,450,"FAMILIA5"
24/04/2017,"FAMILIA",5,196,"8043",T,450,"FAMILIA5"
25/04/2017,"FAMILIA",5,269,"40074",T,442,"FAMILIA5"
25/04/2017,"FAMILIA",5,200,"8060",T,442,"FAMILIA5"
26/04/2017,"FAMILIA",5,459,"40074",T,715,"FAMILIA5"
26/04/2017,"FAMILIA",5,256,"50011",T,715,"FAMILIA5"
27/04/2017,"FAMILIA",5,240,"2052",T,499,"FAMILIA5"
27/04/2017,"FAMILIA",5,8,"40074",T,499,"FAMILIA5"
27/04/2017,"FAMILIA",5,131,"50011",T,499,"FAMILIA5"
27/04/2017,"FAMILIA",5,65,"8043",T,499,"FAMILIA5"
28/04/2017,"FAMILIA",5,327,"8043",T,487,"FAMILIA5"
28/04/2017,"FAMILIA",5,161,"8060",T,487,"FAMILIA5"
29/04/2017,"FAMILIA",5,8,"10708",T,190,"FAMILIA5"
29/04/2017,"FAMILIA",5,39,"8060",T,190,"FAMILIA5"
29/04/2017,"FAMILIA",5,161,"90083",T,190,"FAMILIA5"
02/05/2017,"FAMILIA",5,218,"10551",T,475,"FAMILIA5"
02/05/2017,"FAMILIA",5,220,"10552",T,475,"FAMILIA5"
02/05/2017,"FAMILIA",5,16,"10708",T,475,"FAMILIA5"
02/05/2017,"FAMILIA",5,218,"2052",T,475,"FAMILIA5"
02/05/2017,"FAMILIA",5,134,"30093",T,475,"FAMILIA5"
02/05/2017,"FAMILIA",5,7,"90083",T,475,"FAMILIA5"
03/05/2017,"FAMILIA",5,10,"10552",T,439,"FAMILIA5"
03/05/2017,"FAMILIA",5,32,"2052",T,439,"FAMILIA5"
03/05/2017,"FAMILIA",5,217,"550",T,439,"FAMILIA5"
03/05/2017,"FAMILIA",5,120,"8043",T,439,"FAMILIA5"
06/04/2017,"FAMILIA",6,114,"1525",T,541,"FAMILIA6"
06/04/2017,"FAMILIA",6,195,"18312",T,541,"FAMILIA6"
06/04/2017,"FAMILIA",6,159,"18318",T,541,"FAMILIA6"
07/04/2017,"FAMILIA",6,298,"18299",T,481,"FAMILIA6"
07/04/2017,"FAMILIA",6,38,"18318",T,481,"FAMILIA6"
08/04/2017,"FAMILIA",6,200,"10303",T,245,"FAMILIA6"
08/04/2017,"FAMILIA",6,46,"18312",T,245,"FAMILIA6"
17/04/2017,"FAMILIA",6,516,"18312",T,513,"FAMILIA6"
18/04/2017,"FAMILIA",6,135,"10303",T,389,"FAMILIA6"
18/04/2017,"FAMILIA",6,138,"18312",T,389,"FAMILIA6"
18/04/2017,"FAMILIA",6,121,"40801",T,389,"FAMILIA6"
19/04/2017,"FAMILIA",6,65,"10303",T,396,"FAMILIA6"
19/04/2017,"FAMILIA",6,30,"1525",T,396,"FAMILIA6"
19/04/2017,"FAMILIA",6,42,"30092",T,396,"FAMILIA6"
19/04/2017,"FAMILIA",6,21,"40801",T,396,"FAMILIA6"
19/04/2017,"FAMILIA",6,196,"8044",T,396,"FAMILIA6"
20/04/2017,"FAMILIA",6,510,"1525",T,618,"FAMILIA6"
21/04/2017,"FAMILIA",6,484,"1525",T,528,"FAMILIA6"
21/04/2017,"FAMILIA",6,22,"18312",T,528,"FAMILIA6"
21/04/2017,"FAMILIA",6,22,"30092",T,528,"FAMILIA6"
22/04/2017,"FAMILIA",6,258,"18312",T,255,"FAMILIA6"
24/04/2017,"FAMILIA",6,12,"1525",T,512,"FAMILIA6"
24/04/2017,"FAMILIA",6,502,"18312",T,512,"FAMILIA6"
25/04/2017,"FAMILIA",6,529,"1525",T,580,"FAMILIA6"
25/04/2017,"FAMILIA",6,7,"18312",T,580,"FAMILIA6"
26/04/2017,"FAMILIA",6,267,"1525",T,542,"FAMILIA6"
26/04/2017,"FAMILIA",6,275,"18312",T,542,"FAMILIA6"
27/04/2017,"FAMILIA",6,460,"18312",T,457,"FAMILIA6"
28/04/2017,"FAMILIA",6,200,"10303",T,483,"FAMILIA6"
28/04/2017,"FAMILIA",6,133,"18299",T,483,"FAMILIA6"
28/04/2017,"FAMILIA",6,57,"18312",T,483,"FAMILIA6"
28/04/2017,"FAMILIA",6,99,"18318",T,483,"FAMILIA6"
29/04/2017,"FAMILIA",6,66,"18299",T,140,"FAMILIA6"
29/04/2017,"FAMILIA",6,74,"8044",T,140,"FAMILIA6"
02/05/2017,"FAMILIA",6,200,"10303",T,515,"FAMILIA6"
02/05/2017,"FAMILIA",6,699,"1525",T,515,"FAMILIA6"
02/05/2017,"FAMILIA",6,37,"18312",T,515,"FAMILIA6"
02/05/2017,"FAMILIA",6,126,"8044",T,515,"FAMILIA6"
03/05/2017,"FAMILIA",6,433,"18312",T,542,"FAMILIA6"
03/05/2017,"FAMILIA",6,25,"20003",T,542,"FAMILIA6"
03/05/2017,"FAMILIA",6,84,"40801",T,542,"FAMILIA6"
06/04/2017,"MONTADO",1,191,"10302",T,1000,"MONTADO1"
06/04/2017,"MONTADO",1,49,"12647",T,1000,"MONTADO1"
06/04/2017,"MONTADO",1,10,"1525",T,1000,"MONTADO1"
06/04/2017,"MONTADO",1,685,"60254",T,1000,"MONTADO1"
06/04/2017,"MONTADO",1,12,"75015",T,1000,"MONTADO1"
07/04/2017,"MONTADO",1,9,"10302",T,1000,"MONTADO1"
07/04/2017,"MONTADO",1,29,"10525",T,1000,"MONTADO1"
07/04/2017,"MONTADO",1,21,"12647",T,1000,"MONTADO1"
07/04/2017,"MONTADO",1,32,"60251",T,1000,"MONTADO1"
07/04/2017,"MONTADO",1,612,"60254",T,1000,"MONTADO1"
08/04/2017,"MONTADO",1,194,"1525",T,1000,"MONTADO1"
08/04/2017,"MONTADO",1,606,"60254",T,1000,"MONTADO1"
10/04/2017,"MONTADO",1,165,"60251",T,0,"MONTADO1"
10/04/2017,"MONTADO",1,309,"60254",T,0,"MONTADO1"
17/04/2017,"MONTADO",1,298,"1525",T,1000,"MONTADO1"
17/04/2017,"MONTADO",1,492,"18311",T,1000,"MONTADO1"
18/04/2017,"MONTADO",1,227,"75015",T,1000,"MONTADO1"
18/04/2017,"MONTADO",1,35,"90081",T,1000,"MONTADO1"
18/04/2017,"MONTADO",1,40,"9167",T,1000,"MONTADO1"
18/04/2017,"MONTADO",1,40,"9169",T,1000,"MONTADO1"
19/04/2017,"MONTADO",1,153,"10302",T,1000,"MONTADO1"
19/04/2017,"MONTADO",1,20,"12647",T,1000,"MONTADO1"
19/04/2017,"MONTADO",1,8,"18311",T,1000,"MONTADO1"
19/04/2017,"MONTADO",1,367,"40074",T,1000,"MONTADO1"
19/04/2017,"MONTADO",1,20,"75015",T,1000,"MONTADO1"
19/04/2017,"MONTADO",1,40,"90081",T,1000,"MONTADO1"
20/04/2017,"MONTADO",1,30,"10302",T,1000,"MONTADO1"
20/04/2017,"MONTADO",1,40,"12647",T,1000,"MONTADO1"
20/04/2017,"MONTADO",1,6,"1525",T,1000,"MONTADO1"
20/04/2017,"MONTADO",1,144,"18299",T,1000,"MONTADO1"
20/04/2017,"MONTADO",1,69,"40074",T,1000,"MONTADO1"
20/04/2017,"MONTADO",1,20,"75015",T,1000,"MONTADO1"
21/04/2017,"MONTADO",1,8,"12647",T,1000,"MONTADO1"
21/04/2017,"MONTADO",1,529,"1525",T,1000,"MONTADO1"
21/04/2017,"MONTADO",1,52,"18299",T,1000,"MONTADO1"
21/04/2017,"MONTADO",1,9,"75015",T,1000,"MONTADO1"
21/04/2017,"MONTADO",1,14,"90081",T,1000,"MONTADO1"
22/04/2017,"MONTADO",1,17,"10302",T,500,"MONTADO1"
22/04/2017,"MONTADO",1,100,"12647",T,500,"MONTADO1"
22/04/2017,"MONTADO",1,75,"1525",T,500,"MONTADO1"
22/04/2017,"MONTADO",1,47,"18299",T,500,"MONTADO1"
22/04/2017,"MONTADO",1,45,"18311",T,500,"MONTADO1"
22/04/2017,"MONTADO",1,22,"40074",T,500,"MONTADO1"
22/04/2017,"MONTADO",1,118,"75015",T,500,"MONTADO1"
22/04/2017,"MONTADO",1,19,"90081",T,500,"MONTADO1"
24/04/2017,"MONTADO",1,52,"1525",T,1000,"MONTADO1"
24/04/2017,"MONTADO",1,35,"18299",T,1000,"MONTADO1"
24/04/2017,"MONTADO",1,410,"18311",T,1000,"MONTADO1"
24/04/2017,"MONTADO",1,216,"9169",T,1000,"MONTADO1"
25/04/2017,"MONTADO",1,26,"12647",T,1000,"MONTADO1"
25/04/2017,"MONTADO",1,454,"1525",T,1000,"MONTADO1"
25/04/2017,"MONTADO",1,150,"18303",T,1000,"MONTADO1"
25/04/2017,"MONTADO",1,55,"30092",T,1000,"MONTADO1"
25/04/2017,"MONTADO",1,74,"30093",T,1000,"MONTADO1"
25/04/2017,"MONTADO",1,21,"40074",T,1000,"MONTADO1"
25/04/2017,"MONTADO",1,22,"75015",T,1000,"MONTADO1"
26/04/2017,"MONTADO",1,192,"10302",T,1000,"MONTADO1"
26/04/2017,"MONTADO",1,418,"1525",T,1000,"MONTADO1"
26/04/2017,"MONTADO",1,20,"18299",T,1000,"MONTADO1"
26/04/2017,"MONTADO",1,30,"18303",T,1000,"MONTADO1"
26/04/2017,"MONTADO",1,40,"18311",T,1000,"MONTADO1"
26/04/2017,"MONTADO",1,4,"30093",T,1000,"MONTADO1"
27/04/2017,"MONTADO",1,8,"10302",T,1000,"MONTADO1"
27/04/2017,"MONTADO",1,246,"10556",T,1000,"MONTADO1"
27/04/2017,"MONTADO",1,315,"1525",T,1000,"MONTADO1"
27/04/2017,"MONTADO",1,9,"18303",T,1000,"MONTADO1"
27/04/2017,"MONTADO",1,24,"9169",T,1000,"MONTADO1"
28/04/2017,"MONTADO",1,908,"10556",T,1000,"MONTADO1"
29/04/2017,"MONTADO",1,126,"10556",T,500,"MONTADO1"
29/04/2017,"MONTADO",1,280,"1525",T,500,"MONTADO1"
02/05/2017,"MONTADO",1,293,"10302",T,1000,"MONTADO1"
